domain,reachable,tls_versions,preferred_cipher,cert_subject_cn,cert_issuer,sig_alg,key_type,key_size,valid_from,valid_to,validity_days,ocsp_stapling,errors
travsrv.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,travsrv.com,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,10/13/2025,1/11/2026,90,unknown,
bos898id.com,FALSE,,,,,,,,,,,,[SSL: SSLV3_ALERT_HANDSHAKE_FAILURE] sslv3 alert handshake failure (_ssl.c:1010)
sg-emc.com.cn,FALSE,,,,,,,,,,,,[WinError 10061] No connection could be made because the target machine actively refused it
shhyfund.com.cn,FALSE,,,,,,,,,,,,[WinError 10061] No connection could be made because the target machine actively refused it
strefazajec.pl,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,strefazajec.pl,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,10/18/2025,1/16/2026,90,unknown,
one2seek.cn,FALSE,,,,,,,,,,,,[WinError 10061] No connection could be made because the target machine actively refused it
mmh9.com,FALSE,,,,,,,,,,,,[WinError 10061] No connection could be made because the target machine actively refused it
escapology.com,TRUE,TLSv1.3,TLS_AES_128_GCM_SHA256,*.escapology.com,Amazon RSA 2048 M01,sha256WithRSAEncryption,RSA,2048,10/14/2025,11/12/2026,394,unknown,
starrynightlion.com,TRUE,TLSv1.3,TLS_AES_128_GCM_SHA256,starrynightlion.com,Amazon RSA 2048 M03,sha256WithRSAEncryption,RSA,2048,5/21/2025,6/19/2026,394,unknown,
goujin.com.cn,FALSE,,,,,,,,,,,,[WinError 10061] No connection could be made because the target machine actively refused it
zoomcar.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,zoomcar.com,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,10/19/2025,1/17/2026,90,unknown,
popjam.com,FALSE,,,,,,,,,,,,[Errno 11001] getaddrinfo failed
airnetz.net.in,TRUE,TLSv1.3,TLS_AES_128_GCM_SHA256,airnetz.net.in,Go Daddy Secure Certificate Authority - G2,sha256WithRSAEncryption,RSA,2048,10/13/2025,10/13/2026,365,unknown,
wonderlic.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,wonderlic.com,R12,sha256WithRSAEncryption,RSA,2048,11/19/2025,2/17/2026,90,unknown,
zjkskf.com,FALSE,,,,,,,,,,,,[WinError 10061] No connection could be made because the target machine actively refused it
koreanbapsang.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,koreanbapsang.com,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,10/27/2025,1/25/2026,90,unknown,
iknigi.net,TRUE,TLSv1.3,TLS_AES_128_GCM_SHA256,iknigi.net,R12,sha256WithRSAEncryption,RSA,2048,10/22/2025,1/20/2026,90,unknown,
chekin.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,chekin.com,R12,sha256WithRSAEncryption,RSA,4096,11/15/2025,2/13/2026,90,unknown,
museenkoeln.de,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,museenkoeln.de,R12,sha256WithRSAEncryption,RSA,3072,10/4/2025,1/2/2026,90,unknown,
awardhq.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,awardhq.com,WR3,sha256WithRSAEncryption,RSA,2048,10/12/2025,1/10/2026,90,unknown,
nexity.fr,TRUE,TLSv1.3,TLS_AES_128_GCM_SHA256,*.nexity.fr,Trusted Secure Certificate Authority DV,sha256WithRSAEncryption,RSA,2048,8/1/2025,8/1/2026,365,unknown,
noo-school.ru,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,noo-school.ru,R12,sha256WithRSAEncryption,RSA,2048,9/19/2025,12/18/2025,90,unknown,
evcc.io,TRUE,TLSv1.3,TLS_AES_128_GCM_SHA256,evcc.io,R12,sha256WithRSAEncryption,RSA,2048,10/22/2025,1/20/2026,90,unknown,
touken-ranbu.jp,FALSE,,,,,,,,,,,,[Errno 11001] getaddrinfo failed
dcdn.es,FALSE,,,,,,,,,,,,[Errno 11001] getaddrinfo failed
kglteater.dk,TRUE,TLSv1.2,ECDHE-RSA-AES128-GCM-SHA256,kglteater.dk,DigiCert Global G2 TLS RSA SHA256 2020 CA1,sha256WithRSAEncryption,RSA,2048,10/27/2025,11/27/2026,396,unknown,
muscatdaily.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,muscatdaily.com,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,10/28/2025,1/26/2026,90,unknown,
3irobotics.net,TRUE,TLSv1.2,ECDHE-RSA-AES128-GCM-SHA256,*.3irobotics.net,RapidSSL Global TLS RSA4096 SHA256 2022 CA1,sha256WithRSAEncryption,RSA,2048,8/22/2024,9/8/2025,382,unknown,
backyardoas.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,backyardoas.com,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,9/25/2025,12/24/2025,90,unknown,
caasco.ca,TRUE,TLSv1.2,ECDHE-RSA-AES256-GCM-SHA384,www.caasco.com,COMODO RSA Organization Validation Secure Server CA,sha256WithRSAEncryption,RSA,2048,5/26/2025,5/26/2026,365,unknown,
banesco.com.pa,TRUE,TLSv1.3,TLS_AES_128_GCM_SHA256,banesco.com.pa,Amazon RSA 2048 M04,sha256WithRSAEncryption,RSA,2048,6/8/2025,7/7/2026,394,unknown,
anacondamovie.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,edge-micros1.sonypictures.com,DigiCert Global G3 TLS ECC SHA384 2020 CA1,ecdsa-with-SHA384,ECDSA,secp256r1,11/21/2025,7/15/2026,236,unknown,
eatyourbooks.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,eatyourbooks.com,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,10/17/2025,1/15/2026,90,unknown,
xiazaiba.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,xiazaiba.com,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,11/2/2025,1/31/2026,90,unknown,
grupaonet.pl,FALSE,,,,,,,,,,,,timed out
mypbphsystem.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,mypbphsystem.com,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,10/1/2025,12/30/2025,90,unknown,
niner.net,TRUE,TLSv1.2,ECDHE-RSA-AES256-GCM-SHA384,*.niner.net,RapidSSL TLS RSA CA G1,sha256WithRSAEncryption,RSA,2048,1/15/2025,1/15/2026,365,unknown,
mf.uz,FALSE,,,,,,,,,,,,_ssl.c:993: The handshake operation timed out
pbucket.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,febfe3e9.sni.cloudflaressl.com,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,11/3/2025,2/1/2026,90,unknown,
saiou3.com,FALSE,,,,,,,,,,,,[WinError 10061] No connection could be made because the target machine actively refused it
kitrm.ru,FALSE,,,,,,,,,,,,timed out
lovethework.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,lovethework.com,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,10/19/2025,1/17/2026,90,unknown,
jilibay.net,TRUE,TLSv1.3,TLS_AES_128_GCM_SHA256,*.jilibay.net,Amazon RSA 2048 M02,sha256WithRSAEncryption,RSA,2048,5/31/2025,6/29/2026,394,unknown,
nexweb.us,FALSE,,,,,,,,,,,,[Errno 11001] getaddrinfo failed
ossnet.lv,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,ossnet.lv,E8,ecdsa-with-SHA384,ECDSA,secp384r1,11/23/2025,2/21/2026,90,unknown,
poodo.cn,FALSE,,,,,,,,,,,,[WinError 10061] No connection could be made because the target machine actively refused it
searchify.app,TRUE,TLSv1.3,TLS_AES_128_GCM_SHA256,*.searchify.app,Amazon RSA 2048 M03,sha256WithRSAEncryption,RSA,2048,6/27/2025,7/26/2026,394,unknown,
detran.ro.gov.br,FALSE,,,,,,,,,,,,_ssl.c:993: The handshake operation timed out
bdswiss.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,bdswiss.com,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,9/27/2025,12/27/2025,91,unknown,
uzleti.hu,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,uzleti.hu,R13,sha256WithRSAEncryption,RSA,2048,11/5/2025,2/3/2026,90,unknown,
bada.com,FALSE,,,,,,,,,,,,[Errno 11001] getaddrinfo failed
gamesfrog.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,gamesfrog.com,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,10/9/2025,1/7/2026,90,unknown,
tribepayments.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,tribepayments.com,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,10/4/2025,1/2/2026,90,unknown,
zdzhk.com,TRUE,TLSv1.2,ECDHE-ECDSA-AES128-GCM-SHA256,zdzhk.com,E8,ecdsa-with-SHA384,ECDSA,secp256r1,9/15/2025,12/14/2025,90,unknown,
homemadesimple.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,*.homemadesimple.com,Sectigo RSA Organization Validation Secure Server CA,sha256WithRSAEncryption,RSA,2048,4/1/2025,5/1/2026,395,unknown,
fugogames.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,lucid-germain.13-53-168-173.plesk.page,R3,sha256WithRSAEncryption,RSA,2048,11/9/2021,2/7/2022,90,unknown,
onthegotours.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,onthegotours.com,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,10/9/2025,1/7/2026,90,unknown,
ausenco.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,www.ausenco.com,DigiCert Global G2 TLS RSA SHA256 2020 CA1,sha256WithRSAEncryption,RSA,2048,8/20/2025,9/20/2026,396,unknown,
beautytop.cn,FALSE,,,,,,,,,,,,[WinError 10061] No connection could be made because the target machine actively refused it
rugbyworld.com,TRUE,TLSv1.3,TLS_AES_128_GCM_SHA256,rugbyworld.com,E8,ecdsa-with-SHA384,ECDSA,secp256r1,10/25/2025,1/23/2026,90,unknown,
smarthost.eu,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,*.smarthost.eu,GoGetSSL RSA DV CA,sha256WithRSAEncryption,RSA,2048,3/3/2025,4/2/2026,395,unknown,
cleiss.fr,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,www.cleiss.fr,R13,sha256WithRSAEncryption,RSA,2048,11/19/2025,2/17/2026,90,unknown,
uatf.edu.bo,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,uatf.edu.bo,R12,sha256WithRSAEncryption,RSA,2048,11/3/2025,2/1/2026,90,unknown,
domstol.no,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,*.domstol.no,GeoTrust TLS RSA CA G1,sha256WithRSAEncryption,RSA,2048,9/15/2025,10/1/2026,381,unknown,
autopieseonline24.ro,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,autopieseonline24.ro,E7,ecdsa-with-SHA384,ECDSA,secp256r1,10/15/2025,1/13/2026,90,unknown,
efon.io,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,efon.io,E7,ecdsa-with-SHA384,ECDSA,secp256r1,9/26/2025,12/25/2025,90,unknown,
new.fr,TRUE,TLSv1.3,TLS_AES_128_GCM_SHA256,new.fr,Encryption Everywhere DV TLS CA - G2,sha256WithRSAEncryption,RSA,2048,12/17/2024,12/17/2025,365,unknown,
spanto.net,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,spanto.net,R12,sha256WithRSAEncryption,RSA,4096,11/18/2025,2/16/2026,90,unknown,
pthjrc.com.cn,FALSE,,,,,,,,,,,,[WinError 10061] No connection could be made because the target machine actively refused it
shazam.net,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,shazam.net,GeoTrust Global TLS RSA4096 SHA256 2022 CA1,sha256WithRSAEncryption,RSA,2048,8/6/2025,2/6/2026,184,unknown,
marksandspencer.com.ph,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,marksandspencer.com.ph,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,11/21/2025,2/19/2026,90,unknown,
dvlp.cc,TRUE,TLSv1.2,ECDHE-RSA-AES256-GCM-SHA384,dvlp.cc,R13,sha256WithRSAEncryption,RSA,2048,11/21/2025,2/19/2026,90,unknown,
worldtracer.aero,FALSE,,,,,,,,,,,,timed out
positiva.gov.co,TRUE,TLSv1.3,TLS_AES_128_GCM_SHA256,www.positiva.gov.co,DigiCert EV RSA CA G2,sha256WithRSAEncryption,RSA,2048,9/23/2025,12/2/2025,70,unknown,
hijacking.cn,FALSE,,,,,,,,,,,,[WinError 10061] No connection could be made because the target machine actively refused it
euplatform.net,FALSE,,,,,,,,,,,,[Errno 11001] getaddrinfo failed
moheganpa.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,moheganpa.com,R13,sha256WithRSAEncryption,RSA,2048,10/15/2025,1/13/2026,90,unknown,
dailyo.in,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,www.businesstoday.in,R12,sha256WithRSAEncryption,RSA,2048,10/27/2025,1/25/2026,90,unknown,
imanageshare.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,*.imanageshare.com,DigiCert Global G2 TLS RSA SHA256 2020 CA1,sha256WithRSAEncryption,RSA,2048,8/29/2025,9/29/2026,396,unknown,
seattlesymphony.org,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,*.seattlesymphony.org,Sectigo Public Server Authentication CA DV R36,sha256WithRSAEncryption,RSA,2048,8/4/2025,9/4/2026,396,unknown,
warhead.org.uk,TRUE,TLSv1.2,ECDHE-RSA-AES256-GCM-SHA384,blog.point-defect.co.uk,R12,sha256WithRSAEncryption,RSA,4096,10/28/2025,1/26/2026,90,unknown,
banksalad.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,*.banksalad.com,Thawte TLS RSA CA G1,sha256WithRSAEncryption,RSA,2048,8/4/2025,8/27/2026,388,unknown,
freeconferencealerts.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,freeconferencealerts.com,R12,sha256WithRSAEncryption,RSA,2048,9/27/2025,12/26/2025,90,unknown,
tirolschiffahrt.com,FALSE,,,,,,,,,,,,[SSL: SSLV3_ALERT_HANDSHAKE_FAILURE] sslv3 alert handshake failure (_ssl.c:1010)
zdrjw.cn,FALSE,,,,,,,,,,,,[WinError 10061] No connection could be made because the target machine actively refused it
sportdeutschland.tv,TRUE,TLSv1.3,TLS_AES_128_GCM_SHA256,sportdeutschland.tv,R12,sha256WithRSAEncryption,RSA,2048,10/13/2025,1/11/2026,90,unknown,
starhonours.com,FALSE,,,,,,,,,,,,[WinError 10061] No connection could be made because the target machine actively refused it
usfs.com.cn,FALSE,,,,,,,,,,,,[WinError 10061] No connection could be made because the target machine actively refused it
vtcdn.net,TRUE,TLSv1.2,ECDHE-RSA-AES256-GCM-SHA384,vtcdn.net,R13,sha256WithRSAEncryption,RSA,2048,11/19/2025,2/17/2026,90,unknown,
a7.ru,TRUE,TLSv1.2,ECDHE-RSA-AES128-GCM-SHA256,*.a7.ru,GlobalSign GCC R3 DV TLS CA 2020,sha256WithRSAEncryption,RSA,2048,7/21/2025,8/22/2026,397,unknown,
gresikweb.space,FALSE,,,,,,,,,,,,[SSL: SSLV3_ALERT_HANDSHAKE_FAILURE] sslv3 alert handshake failure (_ssl.c:1010)
trenz.pl,FALSE,,,,,,,,,,,,[Errno 11002] getaddrinfo failed
ecru.es,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,ecru.es,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,11/20/2025,2/18/2026,90,unknown,
jazzypizza.cn,FALSE,,,,,,,,,,,,[WinError 10061] No connection could be made because the target machine actively refused it
workplaceoptions.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,*.workplaceoptions.com,DigiCert Global G2 TLS RSA SHA256 2020 CA1,sha256WithRSAEncryption,RSA,2048,4/2/2025,4/5/2026,368,unknown,
xolution.nu,FALSE,,,,,,,,,,,,[Errno 11001] getaddrinfo failed
thelittlebazaar.com,TRUE,TLSv1.2,ECDHE-RSA-AES128-GCM-SHA256,www.thelittlebazaar.com,RapidSSL TLS RSA CA G1,sha256WithRSAEncryption,RSA,2048,11/25/2024,12/24/2025,394,unknown,
pes.edu,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,pes.edu,E8,ecdsa-with-SHA384,ECDSA,secp256r1,11/4/2025,2/2/2026,90,unknown,
thefabriceditors.com.au,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,thefabriceditors.com.au,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,9/25/2025,12/24/2025,90,unknown,
tornadodesign.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,tornadodesign.com,R13,sha256WithRSAEncryption,RSA,2048,11/13/2025,2/11/2026,90,unknown,
storiadirect.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,storiadirect.com,R12,sha256WithRSAEncryption,RSA,2048,9/20/2025,12/19/2025,90,unknown,
minpaku.ac.jp,FALSE,,,,,,,,,,,,[Errno 11001] getaddrinfo failed
coderpath.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,coderpath.com,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,11/10/2025,2/8/2026,90,unknown,
caras.cn,FALSE,,,,,,,,,,,,[Errno 11001] getaddrinfo failed
museocinema.it,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,museocinematorino.it,R12,sha256WithRSAEncryption,RSA,2048,11/22/2025,2/20/2026,90,unknown,
115778.cn,FALSE,,,,,,,,,,,,[Errno 11001] getaddrinfo failed
jc966.cn,FALSE,,,,,,,,,,,,[WinError 10061] No connection could be made because the target machine actively refused it
bpfpgu.ru,FALSE,,,,,,,,,,,,timed out
dotalliance.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,www.dotalliance.com,Sectigo Public Server Authentication CA DV R36,sha256WithRSAEncryption,RSA,4096,7/14/2025,8/13/2026,395,unknown,
h6658.cn,FALSE,,,,,,,,,,,,[WinError 10061] No connection could be made because the target machine actively refused it
woodfloorwarehouse.ie,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,woodfloorwarehouse.ie,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,11/21/2025,2/19/2026,90,unknown,
arabhub-sex.site,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,3ee990f2.sni.cloudflaressl.com,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,10/20/2025,1/18/2026,90,unknown,
bluerating.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,bluerating.com,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,10/4/2025,1/2/2026,90,unknown,
bbcpie.com,FALSE,,,,,,,,,,,,[SSL: SSLV3_ALERT_HANDSHAKE_FAILURE] sslv3 alert handshake failure (_ssl.c:1010)
yyymk.cn,FALSE,,,,,,,,,,,,[WinError 10061] No connection could be made because the target machine actively refused it
ltrk.co,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,ltrk.co,E7,ecdsa-with-SHA384,ECDSA,secp256r1,10/28/2025,1/26/2026,90,unknown,
mianmo88.com,FALSE,,,,,,,,,,,,[WinError 10061] No connection could be made because the target machine actively refused it
svgc.ru,TRUE,TLSv1.2,ECDHE-RSA-AES128-GCM-SHA256,svgc.ru,R13,sha256WithRSAEncryption,RSA,2048,11/18/2025,2/16/2026,90,unknown,
incoghost.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,kcmo-01.incoghost.com,E8,ecdsa-with-SHA384,ECDSA,secp256r1,10/20/2025,1/18/2026,90,unknown,
spybriefing.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,spybriefing.com,R13,sha256WithRSAEncryption,RSA,2048,10/4/2025,1/2/2026,90,unknown,
30045.cn,FALSE,,,,,,,,,,,,[WinError 10061] No connection could be made because the target machine actively refused it
knigozakaz.ru,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,knigozakaz.ru,R13,sha256WithRSAEncryption,RSA,2048,8/31/2025,11/29/2025,90,unknown,
puredreamlab.xyz,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,puredreamlab.xyz,R13,sha256WithRSAEncryption,RSA,2048,11/12/2025,2/10/2026,90,unknown,
55398.com.cn,FALSE,,,,,,,,,,,,[WinError 10061] No connection could be made because the target machine actively refused it
vlad.cn,FALSE,,,,,,,,,,,,[WinError 10061] No connection could be made because the target machine actively refused it
koson.me,FALSE,,,,,,,,,,,,[Errno 11001] getaddrinfo failed
livebbs.cn,FALSE,,,,,,,,,,,,[WinError 10061] No connection could be made because the target machine actively refused it
ay999.com.cn,FALSE,,,,,,,,,,,,[WinError 10061] No connection could be made because the target machine actively refused it
popclub.co.in,FALSE,,,,,,,,,,,,timed out
riskonnect.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,riskonnect.com,Go Daddy Secure Certificate Authority - G2,sha256WithRSAEncryption,RSA,2048,7/18/2025,8/19/2026,397,unknown,
mahindradirectparts.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,mahindradirectparts.com,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,11/1/2025,1/30/2026,90,unknown,
imbceon.com,FALSE,,,,,,,,,,,,[Errno 11001] getaddrinfo failed
deutschefotothek.de,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,deutschefotothek.de,R13,sha256WithRSAEncryption,RSA,2048,10/17/2025,1/15/2026,90,unknown,
easy-feedback.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,easy-feedback.com,E8,ecdsa-with-SHA384,ECDSA,secp256r1,10/6/2025,1/4/2026,90,unknown,
tz119.com,FALSE,,,,,,,,,,,,[WinError 10061] No connection could be made because the target machine actively refused it
snowemotion.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,snowemotion.com,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,11/19/2025,2/17/2026,90,unknown,
pastplace.org,FALSE,,,,,,,,,,,,[SSL: UNSAFE_LEGACY_RENEGOTIATION_DISABLED] unsafe legacy renegotiation disabled (_ssl.c:1010)
gtagames.nl,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,gtaforums.nl,R13,sha256WithRSAEncryption,RSA,2048,11/2/2025,1/31/2026,90,unknown,
rike1.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,rike1.com,E7,ecdsa-with-SHA384,ECDSA,secp384r1,9/17/2025,12/16/2025,90,unknown,
vesteda.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,*.vesteda.com,Sectigo RSA Domain Validation Secure Server CA,sha256WithRSAEncryption,RSA,2048,5/8/2025,6/4/2026,392,unknown,
officepuzzle.com,TRUE,TLSv1.2,ECDHE-RSA-AES128-GCM-SHA256,officepuzzle.com,Amazon RSA 2048 M04,sha256WithRSAEncryption,RSA,2048,8/1/2025,8/30/2026,394,unknown,
fetedelascience.fr,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,www.fetedelascience.fr,GEANT OV RSA CA 4,sha384WithRSAEncryption,RSA,2048,1/2/2025,1/2/2026,365,unknown,
anmo6.com.cn,FALSE,,,,,,,,,,,,[WinError 10061] No connection could be made because the target machine actively refused it
thenigerialawyer.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,thenigerialawyer.com,Go Daddy Secure Certificate Authority - G2,sha256WithRSAEncryption,RSA,2048,11/20/2025,1/29/2026,70,unknown,
gamefile.news,TRUE,TLSv1.3,TLS_AES_128_GCM_SHA256,gamefile.news,E8,ecdsa-with-SHA384,ECDSA,secp256r1,11/15/2025,2/13/2026,90,unknown,
hptechboard.com,TRUE,TLSv1.2,ECDHE-RSA-AES256-SHA384,hptechboard.com,R12,sha256WithRSAEncryption,RSA,3072,10/21/2025,1/19/2026,90,unknown,
ufa365.uk,FALSE,,,,,,,,,,,,[SSL: SSLV3_ALERT_HANDSHAKE_FAILURE] sslv3 alert handshake failure (_ssl.c:1010)
faluoli.cn,FALSE,,,,,,,,,,,,[WinError 10061] No connection could be made because the target machine actively refused it
login.pi.gov.br,TRUE,TLSv1.3,TLS_AES_128_GCM_SHA256,login.pi.gov.br,R13,sha256WithRSAEncryption,RSA,2048,11/13/2025,2/11/2026,90,unknown,
maier.fr,TRUE,TLSv1.3,TLS_AES_128_GCM_SHA256,maier.fr,R13,sha256WithRSAEncryption,RSA,4096,11/22/2025,2/20/2026,90,unknown,
banjalucke-ljepotice.ru,TRUE,TLSv1.3,TLS_AES_128_GCM_SHA256,<Name(O=Acme Co)>,<Name(O=Acme Co)>,ecdsa-with-SHA256,ECDSA,secp256r1,7/24/2025,7/22/2035,3650,unknown,
mountain-equipment.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,mountain-equipment.com,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,11/15/2025,2/13/2026,90,unknown,
plan2learn.dk,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,Fireware web CA,Fireware web CA,sha256WithRSAEncryption,RSA,2048,10/2/2021,10/30/2031,3680,unknown,
njhfcmxz.cn,FALSE,,,,,,,,,,,,[WinError 10061] No connection could be made because the target machine actively refused it
antikvanti.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,*.antikvanti.com,E8,ecdsa-with-SHA384,ECDSA,secp256r1,10/27/2025,1/25/2026,90,unknown,
parken-und-fliegen.de,TRUE,TLSv1.3,TLS_AES_128_GCM_SHA256,imperva.com,GlobalSign Atlas R3 DV TLS CA 2025 Q4,sha256WithRSAEncryption,RSA,2048,11/4/2025,5/3/2026,180,unknown,
cleanmyspace.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,cleanmyspace.com,R13,sha256WithRSAEncryption,RSA,2048,10/6/2025,1/4/2026,90,unknown,
fotor.com.cn,TRUE,TLSv1.2,ECDHE-RSA-AES256-GCM-SHA384,fotor.com.cn,Let's Encrypt Authority X3,sha256WithRSAEncryption,RSA,2048,9/24/2020,12/23/2020,90,unknown,
qunzheng.com.cn,FALSE,,,,,,,,,,,,[WinError 10061] No connection could be made because the target machine actively refused it
infonetmt.com.br,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,infonetmt.com.br,R12,sha256WithRSAEncryption,RSA,4096,10/28/2025,1/26/2026,90,unknown,
51tel.cn,FALSE,,,,,,,,,,,,[WinError 10061] No connection could be made because the target machine actively refused it
fogpharma.cn,FALSE,,,,,,,,,,,,[WinError 10061] No connection could be made because the target machine actively refused it
localjost.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,localjost.com,R13,sha256WithRSAEncryption,RSA,2048,11/19/2025,2/17/2026,90,unknown,
is1c.ru,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,*.is1c.ru,GlobalSign GCC R6 AlphaSSL CA 2023,sha256WithRSAEncryption,RSA,4096,3/12/2025,4/13/2026,397,unknown,
qshkg.cn,FALSE,,,,,,,,,,,,[WinError 10061] No connection could be made because the target machine actively refused it
kzbsf.cn,FALSE,,,,,,,,,,,,[WinError 10061] No connection could be made because the target machine actively refused it
24191.cn,FALSE,,,,,,,,,,,,[WinError 10061] No connection could be made because the target machine actively refused it
27852.cn,FALSE,,,,,,,,,,,,[WinError 10061] No connection could be made because the target machine actively refused it
hentaiarena.com,FALSE,,,,,,,,,,,,[SSL: SSLV3_ALERT_HANDSHAKE_FAILURE] sslv3 alert handshake failure (_ssl.c:1010)
