domain,reachable,tls_versions,preferred_cipher,cert_subject_cn,cert_issuer,sig_alg,key_type,key_size,valid_from,valid_to,validity_days,ocsp_stapling,errors
gillori.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,gillori.com,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,11/22/2025,2/20/2026,90,unknown,
graphicproducts.com,TRUE,TLSv1.3,TLS_AES_128_GCM_SHA256,*.graphicproducts.com,DigiCert Global G2 TLS RSA SHA256 2020 CA1,sha256WithRSAEncryption,RSA,2048,2/6/2025,3/9/2026,396,unknown,
jardineventosamarello.com,TRUE,TLSv1.3,TLS_AES_128_GCM_SHA256,jardineventosamarello.com,R13,sha256WithRSAEncryption,RSA,4096,11/4/2025,2/2/2026,90,unknown,
ellisdon.com,TRUE,TLSv1.3,TLS_AES_128_GCM_SHA256,ellisdon.com,E7,ecdsa-with-SHA384,ECDSA,secp256r1,11/6/2025,2/4/2026,90,unknown,
thrive105-93.com,TRUE,TLSv1.3,TLS_AES_128_GCM_SHA256,thrive105-93.com,Go Daddy Secure Certificate Authority - G2,sha256WithRSAEncryption,RSA,2048,10/18/2025,10/18/2026,365,unknown,
ceo.co.ug,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,*.ceo.co.ug,R12,sha256WithRSAEncryption,RSA,2048,9/9/2025,12/8/2025,90,unknown,
pokewild.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,pokewild.com,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,11/10/2025,2/8/2026,90,unknown,
magitech.pe,TRUE,TLSv1.2,ECDHE-RSA-AES256-GCM-SHA384,www.magitech.pe,GlobalSign GCC R3 DV TLS CA 2020,sha256WithRSAEncryption,RSA,2048,2/3/2025,3/7/2026,397,unknown,
dlapiperdataprotection.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,dlapiperdataprotection.com,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,9/30/2025,12/29/2025,90,unknown,
oxfordcollege.ac,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,oxfordcollege.ac,R12,sha256WithRSAEncryption,RSA,2048,10/7/2025,1/5/2026,90,unknown,
hostnetwork.in,TRUE,TLSv1.2,ECDHE-ECDSA-AES256-GCM-SHA384,www.hostnetwork.in,E8,ecdsa-with-SHA384,ECDSA,secp256r1,11/1/2025,1/30/2026,90,unknown,
countyschoolwear.co.uk,TRUE,TLSv1.2,ECDHE-RSA-AES256-GCM-SHA384,cpcontacts.countyschoolwear.co.uk,R13,sha256WithRSAEncryption,RSA,2048,10/12/2025,1/10/2026,90,unknown,
gearingtech.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,*.gearingtech.com,R13,sha256WithRSAEncryption,RSA,2048,9/24/2025,12/23/2025,90,unknown,
grafistas.eu,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,grafistas.eu,R13,sha256WithRSAEncryption,RSA,2048,11/20/2025,2/18/2026,90,unknown,
pokerdom-bo3s.top,TRUE,TLSv1.3,TLS_AES_128_GCM_SHA256,pokerdom-bo3s.top,R13,sha256WithRSAEncryption,RSA,4096,10/29/2025,1/27/2026,90,unknown,
homereserve.ru,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,homereserve.ru,R12,sha256WithRSAEncryption,RSA,2048,10/18/2025,1/16/2026,90,unknown,
right-mix.co.uk,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,mail.right-mix.co.uk,R12,sha256WithRSAEncryption,RSA,2048,9/28/2025,12/27/2025,90,unknown,
beac.int,TRUE,TLSv1.2,ECDHE-RSA-CHACHA20-POLY1305,*.beac.int,DigiCert Global G2 TLS RSA SHA256 2020 CA1,sha256WithRSAEncryption,RSA,2048,4/28/2025,5/29/2026,396,unknown,
tubepornlist.com,FALSE,,,,,,,,,,,,[SSL: SSLV3_ALERT_HANDSHAKE_FAILURE] sslv3 alert handshake failure (_ssl.c:1010)
segoviaudaz.es,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,segoviaudaz.es,R12,sha256WithRSAEncryption,RSA,2048,10/3/2025,1/1/2026,90,unknown,
valeton.net,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,en.valeton.net,R12,sha256WithRSAEncryption,RSA,2048,11/19/2025,2/17/2026,90,unknown,
centroilcentro.it,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,centroilcentro.it,R12,sha256WithRSAEncryption,RSA,2048,11/13/2025,2/11/2026,90,unknown,
azuredns-cloud.net,FALSE,,,,,,,,,,,,timed out
freetv-app.com,TRUE,TLSv1.3,TLS_AES_128_GCM_SHA256,freetv-app.com,Amazon RSA 2048 M02,sha256WithRSAEncryption,RSA,2048,7/8/2025,8/6/2026,394,unknown,
joy-kasino.click,FALSE,,,,,,,,,,,,[SSL: SSLV3_ALERT_HANDSHAKE_FAILURE] sslv3 alert handshake failure (_ssl.c:1010)
zammler.kz,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,zammler.kz,ZeroSSL RSA Domain Secure Site CA,sha384WithRSAEncryption,RSA,2048,11/13/2025,2/11/2026,90,unknown,
aquashowpark.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,*.aquashowpark.com,GlobalSign GCC R6 AlphaSSL CA 2023,sha256WithRSAEncryption,RSA,2048,5/19/2025,6/20/2026,397,unknown,
pencarihoki.click,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,pencarihoki.click,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,10/31/2025,1/29/2026,90,unknown,
atlas-machinery.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,atlas-machinery.com,Encryption Everywhere G3 TLS ECC P384 SHA384 2023 CA1,ecdsa-with-SHA384,RSA,2048,4/27/2025,4/26/2026,364,unknown,
flowapp.nl,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,*.flowapp.nl,R13,sha256WithRSAEncryption,RSA,2048,11/5/2025,2/3/2026,90,unknown,
thaiserver4u.net,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,mail.webhostingsiam.com,R12,sha256WithRSAEncryption,RSA,2048,11/14/2025,2/12/2026,90,unknown,
gen987fm.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,gen987fm.com,R12,sha256WithRSAEncryption,RSA,2048,10/24/2025,1/22/2026,90,unknown,
ian.org.br,TRUE,TLSv1.3,TLS_CHACHA20_POLY1305_SHA256,webmail.ian.org.br,R13,sha256WithRSAEncryption,RSA,2048,11/8/2025,2/6/2026,90,unknown,
vuproplayer.org,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,vuproplayer.org,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,10/1/2025,12/30/2025,90,unknown,
ktp.io,FALSE,,,,,,,,,,,,[Errno 11001] getaddrinfo failed
anichess.com,TRUE,TLSv1.3,TLS_AES_128_GCM_SHA256,*.anichess.com,Amazon RSA 2048 M03,sha256WithRSAEncryption,RSA,2048,4/23/2025,5/23/2026,395,unknown,
helpwritingapaper.com,FALSE,,,,,,,,,,,,[WinError 10061] No connection could be made because the target machine actively refused it
showhorsegallery.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,showhorsegallery.com,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,10/17/2025,1/15/2026,90,unknown,
klueh.de,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,klueh.de,Sectigo Public Server Authentication CA DV R36,sha256WithRSAEncryption,RSA,4096,7/25/2025,8/25/2026,396,unknown,
logisnextamericas.com,FALSE,,,,,,,,,,,,[SSL: TLSV1_UNRECOGNIZED_NAME] tlsv1 unrecognized name (_ssl.c:1010)
foottheball.com,TRUE,TLSv1.2,ECDHE-RSA-AES128-GCM-SHA256,foottheball.com,R13,sha256WithRSAEncryption,RSA,2048,11/21/2025,2/19/2026,90,unknown,
magazinemedica.com.br,TRUE,TLSv1.3,TLS_AES_128_GCM_SHA256,*.magazinemedica.com.br,GeoTrust TLS RSA CA G1,sha256WithRSAEncryption,RSA,2048,3/31/2025,5/1/2026,396,unknown,
creative-designs.ca,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,*.creative-designs.ca,R12,sha256WithRSAEncryption,RSA,2048,11/14/2025,2/12/2026,90,unknown,
profesionaldj.es,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,profesionaldj.es,R12,sha256WithRSAEncryption,RSA,2048,11/9/2025,2/7/2026,90,unknown,
craftluna.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,craftluna.com,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,10/21/2025,1/19/2026,90,unknown,
qycn.com,FALSE,,,,,,,,,,,,[WinError 10061] No connection could be made because the target machine actively refused it
aryanews.com,TRUE,TLSv1.2,ECDHE-RSA-AES256-SHA384,aryanews.com,R13,sha256WithRSAEncryption,RSA,2048,10/12/2025,1/10/2026,90,unknown,
websuccess-data.com,FALSE,,,,,,,,,,,,[Errno 11001] getaddrinfo failed
rackpa.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,*.rackpa.com,R12,sha256WithRSAEncryption,RSA,2048,11/17/2025,2/15/2026,90,unknown,
onderwijsonline.nl,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,*.onderwijsonline.nl,R12,sha256WithRSAEncryption,RSA,2048,9/24/2025,12/23/2025,90,unknown,
ug-admin4.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,ug-admin4.com,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,10/31/2025,1/29/2026,90,unknown,
sportvision-promo.com,FALSE,,,,,,,,,,,,timed out
audhtzvtwd.net,FALSE,,,,,,,,,,,,[Errno 11001] getaddrinfo failed
fsknw.ru,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,*.fsknw.ru,GlobalSign GCC R3 DV TLS CA 2020,sha256WithRSAEncryption,RSA,2048,3/17/2025,4/18/2026,397,unknown,
rousterchem.com,FALSE,,,,,,,,,,,,[WinError 10061] No connection could be made because the target machine actively refused it
nctripping.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,nctripping.com,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,10/15/2025,1/13/2026,90,unknown,
thutomdm.com,FALSE,,,,,,,,,,,,timed out
musicinfo.pro,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,musicinfo.pro,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,10/4/2025,1/2/2026,90,unknown,
mostmedia.com.ua,TRUE,TLSv1.2,ECDHE-ECDSA-AES128-GCM-SHA256,mostmedia.com.ua,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,10/29/2025,1/27/2026,90,unknown,
scducks.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,scducks.com,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,10/14/2025,1/12/2026,90,unknown,
marinetraffic.live,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,marinetraffic.live,Cloudflare TLS Issuing ECC CA 1,ecdsa-with-SHA256,ECDSA,secp256r1,10/16/2025,1/14/2026,90,unknown,
thisbrng.com,TRUE,TLSv1.3,TLS_AES_128_GCM_SHA256,thisbrng.com,R12,sha256WithRSAEncryption,RSA,4096,11/8/2025,2/6/2026,90,unknown,
mahgoub.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,*.mahgoub.com,Sectigo RSA Domain Validation Secure Server CA,sha256WithRSAEncryption,RSA,2048,5/18/2025,6/18/2026,396,unknown,
starnet.network,TRUE,TLSv1.2,ECDHE-ECDSA-AES256-GCM-SHA384,starnet.network,E7,ecdsa-with-SHA384,ECDSA,secp256r1,11/20/2025,2/18/2026,90,unknown,
metaposto.com.br,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,hospedagemapp.metanetsistemas.com.br,E8,ecdsa-with-SHA384,ECDSA,secp384r1,11/16/2025,2/14/2026,90,unknown,
deltaceramica.com.br,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,www.deltaceramica.com.br,R13,sha256WithRSAEncryption,RSA,2048,10/19/2025,1/17/2026,90,unknown,
adecco.nl,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,prd-redirects-02-eur-ie.adeccogroup.com,Sectigo Public Server Authentication CA OV R36,sha256WithRSAEncryption,RSA,2048,9/26/2025,9/26/2026,365,unknown,
lenskart.sg,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,lenskart.sg,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,10/3/2025,1/1/2026,90,unknown,
chinacoupon.info,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,chinacoupon.info,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,10/21/2025,1/19/2026,90,unknown,
runukraine.org,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,runukraine.org,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,9/30/2025,12/29/2025,90,unknown,
resilia.shop,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,resilia.shop,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,10/18/2025,1/16/2026,90,unknown,
bryanstepwise.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,bryanstepwise.com,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,11/20/2025,2/18/2026,90,unknown,
frimesa.com.br,TRUE,TLSv1.3,TLS_AES_128_GCM_SHA256,frimesa.com.br,Go Daddy Secure Certificate Authority - G2,sha256WithRSAEncryption,RSA,2048,1/22/2025,2/23/2026,397,unknown,
elitis.fr,TRUE,TLSv1.2,ECDHE-RSA-AES256-GCM-SHA384,elitis.fr,R12,sha256WithRSAEncryption,RSA,2048,9/25/2025,12/24/2025,90,unknown,
yildirimgazetesi.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,yildirimgazetesi.com,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,10/26/2025,1/24/2026,90,unknown,
jumia.re,TRUE,TLSv1.2,ECDHE-RSA-AES256-GCM-SHA384,www.jumia.com,R13,sha256WithRSAEncryption,RSA,2048,10/13/2025,1/11/2026,90,unknown,
laybyland.com.au,TRUE,TLSv1.3,TLS_AES_128_GCM_SHA256,*.laybyland.com.au,Amazon RSA 2048 M04,sha256WithRSAEncryption,RSA,2048,10/20/2025,11/18/2026,394,unknown,
mostbet-bk1.xyz,TRUE,TLSv1.3,TLS_AES_128_GCM_SHA256,mostbet-bk1.xyz,Go Daddy Secure Certificate Authority - G2,sha256WithRSAEncryption,RSA,2048,7/15/2025,7/15/2026,365,unknown,
lgtrk.lol,FALSE,,,,,,,,,,,,[SSL: SSLV3_ALERT_HANDSHAKE_FAILURE] sslv3 alert handshake failure (_ssl.c:1010)
campingredbullring.com,FALSE,,,,,,,,,,,,timed out
hockeybundesliga.de,TRUE,TLSv1.2,ECDHE-ECDSA-AES128-GCM-SHA256,hockeybundesliga.de,Amazon ECDSA 256 M02,ecdsa-with-SHA256,ECDSA,secp256r1,3/25/2025,4/24/2026,395,unknown,
zackgroup.net,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,zackgroup.net,Starfield Secure Certificate Authority - G2,sha256WithRSAEncryption,RSA,2048,11/15/2025,2/13/2026,90,unknown,
my-caffe.ru,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,my-caffe.ru,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,11/7/2025,2/5/2026,90,unknown,
fishforums.net,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,fishforums.net,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,11/14/2025,2/12/2026,90,unknown,
loftwarecloud.com,FALSE,,,,,,,,,,,,_ssl.c:993: The handshake operation timed out
givealittle.co,TRUE,TLSv1.3,TLS_AES_128_GCM_SHA256,givealittle.co,Amazon RSA 2048 M02,sha256WithRSAEncryption,RSA,2048,9/10/2025,10/9/2026,394,unknown,
bibliotheken.nl,FALSE,,,,,,,,,,,,timed out
islandnagasaki.jp,TRUE,TLSv1.2,ECDHE-RSA-AES256-GCM-SHA384,islandnagasaki.jp,R12,sha256WithRSAEncryption,RSA,2048,9/23/2025,12/22/2025,90,unknown,
velobest.bike,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,velobest.bike,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,11/15/2025,2/13/2026,90,unknown,
pairlist.net,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,dev.pairlist.net,R12,sha256WithRSAEncryption,RSA,2048,11/22/2025,2/20/2026,90,unknown,
screenweek.it,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,screenweek.it,R12,sha256WithRSAEncryption,RSA,2048,10/21/2025,1/19/2026,90,unknown,
merovedenie.org,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,*.merovedenie.org,R13,sha256WithRSAEncryption,RSA,2048,9/21/2025,12/20/2025,90,unknown,
eccowifi.net,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,*.sucuri.net,Go Daddy Secure Certificate Authority - G2,sha256WithRSAEncryption,RSA,2048,8/27/2025,9/28/2026,397,unknown,
primerempleo.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,primerempleo.com,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,10/29/2025,1/27/2026,90,unknown,
photon.health,TRUE,TLSv1.3,TLS_AES_128_GCM_SHA256,photon.health,R13,sha256WithRSAEncryption,RSA,2048,10/31/2025,1/29/2026,90,unknown,
pixeleze.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,pixeleze.com,Go Daddy Secure Certificate Authority - G2,sha256WithRSAEncryption,RSA,2048,10/11/2025,11/12/2026,397,unknown,
virtus.it,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,virtus.it,R13,sha256WithRSAEncryption,RSA,2048,11/11/2025,2/9/2026,90,unknown,
freyrsolutions.com,TRUE,TLSv1.3,TLS_AES_128_GCM_SHA256,freyrsolutions.com,Amazon RSA 2048 M04,sha256WithRSAEncryption,RSA,2048,8/9/2025,9/7/2026,394,unknown,
zeppelin-group.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,ywor.it,E8,ecdsa-with-SHA384,ECDSA,secp256r1,10/27/2025,1/25/2026,90,unknown,
goodtastexmovs.com,FALSE,,,,,,,,,,,,[SSL: SSLV3_ALERT_HANDSHAKE_FAILURE] sslv3 alert handshake failure (_ssl.c:1010)
casadesante.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,casadesante.com,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,11/19/2025,2/17/2026,90,unknown,
searchbug.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,searchbug.com,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,9/27/2025,12/26/2025,90,unknown,
cleanpix.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,cleanpix.com,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,10/28/2025,1/26/2026,90,unknown,
full-hentai.net,FALSE,,,,,,,,,,,,[SSL: SSLV3_ALERT_HANDSHAKE_FAILURE] sslv3 alert handshake failure (_ssl.c:1010)
777hu.net,FALSE,,,,,,,,,,,,[SSL: SSLV3_ALERT_HANDSHAKE_FAILURE] sslv3 alert handshake failure (_ssl.c:1010)
perens.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,perens.com,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,10/26/2025,1/24/2026,90,unknown,
zephyrmedias.com,TRUE,TLSv1.2,ECDHE-ECDSA-AES128-GCM-SHA256,cloud.zephyrmedias.com,E8,ecdsa-with-SHA384,ECDSA,secp384r1,9/27/2025,12/26/2025,90,unknown,
lyricmasuma.monster,FALSE,,,,,,,,,,,,timed out
unquote.com,TRUE,TLSv1.2,ECDHE-RSA-AES256-GCM-SHA384,www.avcj.com,DigiCert Global G2 TLS RSA SHA256 2020 CA1,sha256WithRSAEncryption,RSA,4096,5/12/2025,5/11/2026,364,unknown,
audi.hu,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,audi.hu,DigiCert Global G2 TLS RSA SHA256 2020 CA1,sha256WithRSAEncryption,RSA,3072,10/15/2025,10/14/2026,364,unknown,
unitecustom.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,unitecustom.com,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,10/3/2025,1/1/2026,90,unknown,
biodiversity.ru,TRUE,TLSv1.2,ECDHE-RSA-AES256-GCM-SHA384,biodiversity.ru,R13,sha256WithRSAEncryption,RSA,2048,10/18/2025,1/16/2026,90,unknown,
pagalguy.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,pagalguy.com,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,10/13/2025,1/11/2026,90,unknown,
assets123.xyz,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,assets123.xyz,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,10/29/2025,1/27/2026,90,unknown,
cardsmanager.it,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,cardsmanager.it,Go Daddy Secure Certificate Authority - G2,sha256WithRSAEncryption,RSA,2048,3/2/2025,4/3/2026,397,unknown,
bookmark-step.win,FALSE,,,,,,,,,,,,[SSL: SSLV3_ALERT_HANDSHAKE_FAILURE] sslv3 alert handshake failure (_ssl.c:1010)
peppys.org,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,peppys.org,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,10/4/2025,1/2/2026,90,unknown,
noahlipsitz.com,FALSE,,,,,,,,,,,,[Errno 11002] getaddrinfo failed
nippper.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,tls.automattic.com,E8,ecdsa-with-SHA384,ECDSA,secp256r1,10/6/2025,1/4/2026,90,unknown,
artik.cloud,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,artik.cloud,R12,sha256WithRSAEncryption,RSA,2048,10/16/2025,1/14/2026,90,unknown,
pintia.cn,TRUE,TLSv1.2,ECDHE-RSA-AES128-GCM-SHA256,*.pintia.cn,GlobalSign GCC R6 AlphaSSL CA 2025,sha256WithRSAEncryption,RSA,4096,10/29/2025,11/30/2026,397,unknown,
90phutxxv.cc,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,90phutxxv.cc,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,10/16/2025,1/14/2026,90,unknown,
agilitycmms.com,FALSE,,,,,,,,,,,,[Errno 11001] getaddrinfo failed
avenueone.sg,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,tls.automattic.com,E7,ecdsa-with-SHA384,ECDSA,secp256r1,9/23/2025,12/22/2025,90,unknown,
ncw6.net,TRUE,TLSv1.2,ECDHE-RSA-AES128-GCM-SHA256,uyzu.net,Amazon RSA 2048 M04,sha256WithRSAEncryption,RSA,2048,10/25/2025,11/22/2026,393,unknown,
groundguitar.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,groundguitar.com,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,11/11/2025,2/9/2026,90,unknown,
havazona.info,FALSE,,,,,,,,,,,,[SSL: SSLV3_ALERT_HANDSHAKE_FAILURE] sslv3 alert handshake failure (_ssl.c:1010)
tv-news.tokyo,FALSE,,,,,,,,,,,,[Errno 11001] getaddrinfo failed
alwyzon.at,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,alwyzon.at,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,10/28/2025,1/26/2026,90,unknown,
mordor-rp.com,TRUE,TLSv1.3,TLS_AES_128_GCM_SHA256,l.mordor-rp.com,R12,sha256WithRSAEncryption,RSA,2048,9/18/2025,12/17/2025,90,unknown,
disciples.org,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,disciples.org,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,10/13/2025,1/11/2026,90,unknown,
joe.org,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,joe.org,E8,ecdsa-with-SHA384,ECDSA,secp256r1,10/12/2025,1/10/2026,90,unknown,
cpad.com.br,FALSE,,,,,,,,,,,,timed out
indiefit.com,FALSE,,,,,,,,,,,,[SSL: SSLV3_ALERT_HANDSHAKE_FAILURE] sslv3 alert handshake failure (_ssl.c:1010)
mcqueenconnection.ru,FALSE,,,,,,,,,,,,_ssl.c:993: The handshake operation timed out
meridianbet.ke,FALSE,,,,,,,,,,,,[SSL: SSLV3_ALERT_HANDSHAKE_FAILURE] sslv3 alert handshake failure (_ssl.c:1010)
cosline.de,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,cosline.de,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,10/1/2025,12/30/2025,90,unknown,
andnextcomesl.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,andnextcomesl.com,WR3,sha256WithRSAEncryption,RSA,2048,10/27/2025,1/25/2026,90,unknown,
sbecouncil.org,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,sbecouncil.org,R13,sha256WithRSAEncryption,RSA,2048,10/7/2025,1/5/2026,90,unknown,
kishports.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,kishports.com,E8,ecdsa-with-SHA384,ECDSA,secp256r1,10/4/2025,1/2/2026,90,unknown,
caripr.net,FALSE,,,,,,,,,,,,[SSL: SSLV3_ALERT_HANDSHAKE_FAILURE] sslv3 alert handshake failure (_ssl.c:1010)
klooop.ru,FALSE,,,,,,,,,,,,timed out
jbradshaw.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,jbradshaw.com,Go Daddy Secure Certificate Authority - G2,sha256WithRSAEncryption,RSA,2048,12/17/2024,1/18/2026,397,unknown,
textmynumber.com,FALSE,,,,,,,,,,,,_ssl.c:993: The handshake operation timed out
aquaphor.bg,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,aquaphor.bg,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,10/8/2025,1/6/2026,90,unknown,
dreamland.travel,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,dreamland.travel,R12,sha256WithRSAEncryption,RSA,2048,10/5/2025,1/3/2026,90,unknown,
applavoro.it,TRUE,TLSv1.2,ECDHE-RSA-AES256-GCM-SHA384,www.applavoro.it,R12,sha256WithRSAEncryption,RSA,2048,11/6/2025,2/4/2026,90,unknown,
monportailrh.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,monportailrh.com,R12,sha256WithRSAEncryption,RSA,2048,11/10/2025,2/8/2026,90,unknown,
pkp1.bet,FALSE,,,,,,,,,,,,[SSL: SSLV3_ALERT_HANDSHAKE_FAILURE] sslv3 alert handshake failure (_ssl.c:1010)
accord-hosting.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,accord-hosting.com,R12,sha256WithRSAEncryption,RSA,2048,10/28/2025,1/26/2026,90,unknown,
webbeam.de,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,webbeam.de,E8,ecdsa-with-SHA384,ECDSA,secp256r1,11/18/2025,2/16/2026,90,unknown,
recettesmania.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,recettesmania.com,R13,sha256WithRSAEncryption,RSA,2048,10/24/2025,1/22/2026,90,unknown,
ultahostss.icu,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,ultahostss.icu,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,10/4/2025,1/2/2026,90,unknown,
loltopup.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,loltopup.com,R12,sha256WithRSAEncryption,RSA,2048,10/8/2025,1/6/2026,90,unknown,
